,x,y,z,clock
112,1.007126753914159,1.945969498919635e-05,-7.562880802744146,14.0
113,1.010734368594042,1.9597984583166752e-05,-7.573883935372489,14.0
114,1.0143410403736046,1.9733045571627044e-05,-7.5848867015354955,14.0
115,1.0179467795032817,1.9864918156231276e-05,-7.595889080501324,14.0
116,1.0215515961292418,1.9993642119980353e-05,-7.606891051753393,14.0
117,1.0251555002944128,2.011925683057358e-05,-7.617892594988781,14.0
118,1.0287585019394965,2.0241801243773537e-05,-7.628893690116657,14.0
119,1.0323606109039727,2.0361313906782272e-05,-7.639894317256719,14.0
120,1.0359618369270953,2.0477832961625876e-05,-7.650894456737637,14.0
121,1.03956218964888,2.0591396148546272e-05,-7.6618940890955125,14.0
122,1.0431616786110791,2.0702040809398456e-05,-7.672893195072342,14.0
123,1.046760313258152,2.0809803891051152e-05,-7.683891755614492,15.0
124,1.0503581029382227,2.0914721948789084e-05,-7.694889751871181,15.0
125,1.053955056904029,2.1016831149714012e-05,-7.705887165192987,15.0
126,1.0575511843138645,2.1116167276144324e-05,-7.716883977130344,15.0
127,1.06114649423251,2.1212765729011614e-05,-7.727880169432055,15.0
128,1.0647409956321547,2.1306661531253735e-05,-7.738875724043827,15.0
129,1.068334697393312,2.139788933120157e-05,-7.749870623106803,15.0
130,1.0719276083057265,2.148648340595865e-05,-7.760864848956099,15.0
131,1.0755197370692693,2.157247766477246e-05,-7.771858384119373,15.0
132,1.0791110922948277,2.165590565239613e-05,-7.782851211315381,15.0
133,1.082701682505184,2.17368005524394e-05,-7.793843313452546,15.0
134,1.0862915161358881,2.1815195190708544e-05,-7.804834673627549,15.0
135,1.0898806015361198,2.1891122038534322e-05,-7.815825275123916,15.0
136,1.0934689469695444,2.1964613216086686e-05,-7.826815101410622,15.0
137,1.0970565606151603,2.2035700495676555e-05,-7.837804136140701,15.0
138,1.1006434505681364,2.2104415305043038e-05,-7.848792363149864,15.0
139,1.1042296248406445,2.2170788730624235e-05,-7.859779766455127,15.0
140,1.1078150913626816,2.223485152081204e-05,-7.870766330253456,15.0
141,1.1113998579828854,2.229663408918976e-05,-7.8817520389204105,15.0
142,1.1149839324693405,2.2356166517752804e-05,-7.892736877008788,15.0
143,1.1185673225103758,2.2413478560112142e-05,-7.903720829247293,16.0
144,1.1221500357153589,2.2468599644679952e-05,-7.914703880539226,16.0
145,1.1257320796154802,2.252155887783599e-05,-7.925686015961148,16.0
146,1.1293134616645293,2.257238504707448e-05,-7.936667220761578,16.0
147,1.1328941892396642,2.26211066241303e-05,-7.947647480359688,16.0
148,1.1364742696421724,2.2667751768086244e-05,-7.958626780344013,16.0
149,1.140053710098224,2.271234832845987e-05,-7.969605106471162,16.0
150,1.143632517759621,2.2754923848270135e-05,-7.980582444664554,16.0
151,1.1472106997045375,2.2795505567083018e-05,-7.991558781013148,16.0
152,1.1507882629382513,2.2834120424035515e-05,-8.00253410177017,16.0
153,1.154365214393869,2.2870795060836974e-05,-8.013508393351875,16.0
154,1.157941560933046,2.290555582474941e-05,-8.024481642336303,16.0
155,1.161517309346696,2.2938428771546567e-05,-8.035453835462047,16.0
156,1.1650924663556976,2.2969439668451325e-05,-8.046424959627013,16.0
157,1.1686670386115925,2.29986139970496e-05,-8.057395001887214,16.0
158,1.1722410326972763,2.3025976956182328e-05,-8.06836394945556,16.0
159,1.175814455127683,2.3051553464814445e-05,-8.07933178970066,16.0
160,1.1793873123504617,2.3075368164880206e-05,-8.09029851014562,16.0
161,1.1829596107466485,2.309744542410644e-05,-8.10126409846685,16.0
162,1.1865313566313318,2.311780933881338e-05,-8.112228542492879,16.0
163,1.1901025562543113,2.3136483736694632e-05,-8.123191830203217,17.0
164,1.1936732158007497,2.3153492179572194e-05,-8.134153949727171,17.0
165,1.197243341391817,2.3168857966127945e-05,-8.145114889342684,17.0
166,1.2008129390853306,2.3182604134611796e-05,-8.156074637475193,17.0
167,1.2043820148763873,2.3194753465526555e-05,-8.167033182696487,17.0
168,1.2079505746979926,2.3205328484290372e-05,-8.177990513723572,17.0
169,1.2115186244216802,2.321435146387747e-05,-8.188946619417548,17.0
170,1.2150861698581268,2.3221844427435077e-05,-8.1999014887825,17.0
171,1.2186532167577606,2.3227829150877172e-05,-8.210855110964363,17.0
172,1.2222197708113647,2.323232716545498e-05,-8.221807475249841,17.0
173,1.2257858376506734,2.3235359760303918e-05,-8.232758571065297,17.0
174,1.229351422848963,2.323694798496813e-05,-8.243708387975664,17.0
175,1.232916531921637,2.3237112651902842e-05,-8.254656915683368,17.0
176,1.236481170326808,2.3235874338953256e-05,-8.265604144027252,17.0
177,1.2400453434658705,2.3233253391811605e-05,-8.27655006298151,17.0
178,1.2436090566840692,2.3229269926449384e-05,-8.287494662654616,17.0
179,1.247172315271062,2.3223943831528396e-05,-8.298437933288284,17.0
180,1.2507351244614755,2.3217294770789834e-05,-8.309379865256403,17.0
181,1.2542974894354593,2.3209342185421075e-05,-8.320320449064011,17.0
182,1.257859415319232,2.3200105296399734e-05,-8.331259675346264,17.0
183,1.26142090718562,2.3189603106815182e-05,-8.342197534867388,18.0
184,1.2649819700545963,2.317785440416799e-05,-8.353134018519691,18.0
185,1.26854260889381,2.3164877762648736e-05,-8.364069117322511,18.0
186,1.2721028286191114,2.3150691545393795e-05,-8.375002822421232,18.0
187,1.2756626340950714,2.313531390671946e-05,-8.385935125086293,18.0
188,1.2792220301354997,2.311876279433439e-05,-8.396866016712186,18.0
189,1.2827810215039517,2.3101055951530367e-05,-8.407795488816465,18.0
190,1.286339612914235,2.3082210919351205e-05,-8.418723533038765,18.0
191,1.289897809030908,2.3062245038741404e-05,-8.429650141139817,18.0
192,1.293455614469775,2.3041175452675028e-05,-8.440575305000491,18.0
193,1.2970130337983794,2.3019019108263492e-05,-8.451499016620845,18.0
194,1.3005700715364865,2.2995792758841455e-05,-8.462421268119172,18.0
195,1.3041267321565657,2.297151296603131e-05,-8.473342051731027,18.0
196,1.3076830200842664,2.2946196101786597e-05,-8.4842613598083,18.0
197,1.3112389396988886,2.29198583504154e-05,-8.495179184818284,18.0
198,1.3147944953338482,2.2892515710583992e-05,-8.506095519342725,18.0
199,1.31834969127714,2.2864183997301634e-05,-8.517010356076915,18.0
200,1.3219045317717981,2.283487884388584e-05,-8.52792368782878,18.0
201,1.3254590210163473,2.2804615703906666e-05,-8.538835507517962,18.0
202,1.3290131631652495,2.2773409853111153e-05,-8.549745808174897,18.0
203,1.3325669623293508,2.2741276391328164e-05,-8.560654582939936,19.0
204,1.3361204225763186,2.270823024435348e-05,-8.571561825062444,19.0
205,1.3396735479310782,2.267428616581593e-05,-8.582467527899897,19.0
206,1.3432263423762445,2.2639458739025253e-05,-8.593371684917035,19.0
207,1.3467788098525475,2.2603762378800884e-05,-8.604274289684957,19.0
208,1.3503309542592565,2.2567211333281423e-05,-8.61517533588026,19.0
209,1.3538827794545987,2.2529819685715815e-05,-8.626074817284177,19.0
210,1.3574342892561715,2.249160135623691e-05,-8.636972727781709,19.0
211,1.3609854874413543,2.2452570103616474e-05,-8.64786906136077,19.0
212,1.3645363777477144,2.2412739527002083e-05,-8.658763812111353,19.0
213,1.3680869638734088,2.2372123067635034e-05,-8.669656974224676,19.0
214,1.3716372494775841,2.233073401055093e-05,-8.68054854199236,19.0
215,1.3751872381807704,2.228858548626226e-05,-8.691438509805591,19.0
216,1.3787369335652693,2.2245690472423806e-05,-8.702326872154279,19.0
217,1.3822863391755413,2.220206179548065e-05,-8.713213623626244,19.0
218,1.3858354585185897,2.2157712132300562e-05,-8.72409875890642,19.0
219,1.3893842950643398,2.2112654011788334e-05,-8.734982272776035,19.0
220,1.392932852246014,2.2066899816483008e-05,-8.74586416011181,19.0
221,1.3964811334605018,2.2020461784137407e-05,-8.756744415885148,19.0
222,1.4000291420687274,2.197335200928155e-05,-8.76762303516136,19.0
223,1.4035768813960134,2.192558244477013e-05,-8.778500013098858,20.0
224,1.4071243547324455,2.1877164903314705e-05,-8.789375344948384,20.0
225,1.4106715653332247,2.182811105900025e-05,-8.800249026052233,20.0
226,1.4142185164190249,2.177843244878415e-05,-8.81112105184348,20.0
227,1.4177652111763417,2.1728140473978552e-05,-8.821991417845227,20.0
228,1.4213116527578362,2.167724640171672e-05,-8.832860119669816,20.0
229,1.4248578442826785,2.1625761366404978e-05,-8.843727153018067,20.0
230,1.428403788836889,2.157369637116021e-05,-8.854592513678549,20.0
231,1.4319494894736742,2.1521062289233155e-05,-8.865456197526825,20.0
232,1.4354949492137599,2.1467869865415263e-05,-8.876318200524718,20.0
233,1.439040171045721,2.1414129717429522e-05,-8.887178518719569,20.0
234,1.442585157926307,2.1359852337306918e-05,-8.898037148243503,20.0
235,1.446129912780762,2.1305048092747338e-05,-8.908894085312689,20.0
236,1.4496744385031495,2.1249727228467152e-05,-8.919749326226643,20.0
237,1.453218737956667,2.1193899867533294e-05,-8.930602867367503,20.0
238,1.456762813973962,2.1137576012682245e-05,-8.941454705199307,20.0
239,1.4603066693574394,2.1080765547625307e-05,-8.952304836267299,20.0
240,1.4638503068795714,2.102347823833915e-05,-8.963153257197213,20.0
241,1.4673937292831993,2.0965723734343448e-05,-8.973999964694586,20.0
242,1.470936939281835,2.0907511569964434e-05,-8.984844955544052,20.0
243,1.4744799395599595,2.084885116558524e-05,-8.99568822660866,21.0
244,1.4780227327733195,2.0789751828882872e-05,-9.006529774829202,21.0
245,1.4815653215492206,2.073022275605114e-05,-9.017369597223517,21.0
246,1.4851077084868134,2.067027303301086e-05,-9.028207690885825,21.0
247,1.4886498961573802,2.0609911636606667e-05,-9.039044052986052,21.0
248,1.4921918871046216,2.05491474357911e-05,-9.049878680769172,21.0
249,1.4957336838449355,2.048798919279669e-05,-9.06071157155453,21.0
250,1.4992752888676972,2.042644556429583e-05,-9.071542722735204,21.0
251,1.5028167046355345,2.036452510254778e-05,-9.082372131777346,21.0
252,1.5063579335845978,2.03022362565328e-05,-9.093199796219533,21.0
253,1.5098989781248302,2.0239587373073876e-05,-9.104025713672108,21.0
254,1.5134398406402358,2.017658669794732e-05,-9.114849881816555,21.0
255,1.5169805234891447,2.011324237698071e-05,-9.125672298404869,21.0
256,1.5205210290044746,2.004956245713858e-05,-9.136492961258925,21.0
257,1.5240613594939905,1.9985554887597062e-05,-9.147311868269846,21.0
258,1.5276015172405608,1.9921227520806016e-05,-9.158129017397394,21.0
259,1.5311415044567902,1.985709778310149e-05,-9.168944408910523,21.0
260,1.5346813233576615,1.9793491421185942e-05,-9.179758041748945,21.0
261,1.5382209761963694,1.9729931894481524e-05,-9.190569911672247,21.0
262,1.5417604651682895,1.9666114168884007e-05,-9.201380015918915,21.0
263,1.545299792428374,1.9601824977234442e-05,-9.212188352420869,22.0
264,1.5488389601050643,1.9536954466600087e-05,-9.222994919453766,22.0
265,1.5523779703118843,1.9471504565515285e-05,-9.233799715474746,22.0
266,1.5559168251528641,1.9405561178186543e-05,-9.244602739047775,22.0
267,1.5594555267197159,1.933923892920522e-05,-9.255403988809952,22.0
268,1.5629940770830226,1.9272626592825248e-05,-9.266203463456964,22.0
269,1.5665324782828012,1.9205758245284966e-05,-9.27700116173754,22.0
270,1.5700707323236365,1.913861821308992e-05,-9.28779708245191,22.0
271,1.5736088411765914,1.9071169665155366e-05,-9.298591224451869,22.0
272,1.5771468067862846,1.9003387176149598e-05,-9.30938358664125,22.0
273,1.580684631079097,1.8935275917997886e-05,-9.32017416797642,22.0
274,1.584222315968478,1.8866870671430317e-05,-9.330962967466622,22.0
275,1.5877598633554149,1.879821953048151e-05,-9.341749984174267,22.0
276,1.591297275124824,1.872936386166464e-05,-9.352535217215223,22.0
277,1.59483455314048,1.866032547758909e-05,-9.363318665759078,22.0
278,1.598371699241297,1.8591105973217007e-05,-9.37410032902936,22.0
279,1.6019087152405582,1.852169596015042e-05,-9.384880206303674,22.0
280,1.6054456029279212,1.845208742511328e-05,-9.395658296913599,22.0
281,1.608982364072732,1.838228232680013e-05,-9.406434600244483,22.0
282,1.6125190004268366,1.831229393616822e-05,-9.417209115735115,22.0
283,1.6160555137257415,1.8242141848393358e-05,-9.427981842877346,23.0
284,1.619591905688048,1.8171844591937714e-05,-9.43875278121574,23.0
285,1.623128178013945,1.810141412517824e-05,-9.449521930347263,23.0
286,1.6266643323838563,1.803085462850808e-05,-9.460289289920963,23.0
287,1.6302003704580017,1.796016530702129e-05,-9.471054859637634,23.0
288,1.6337362938770035,1.7889344951663175e-05,-9.48181863924945,23.0
289,1.6372721042631202,1.781839560210902e-05,-9.49258062855952,23.0
290,1.6408078032214495,1.7747323679216935e-05,-9.503340827421427,23.0
291,1.6443433923406026,1.7676138582179713e-05,-9.514099235738774,23.0
292,1.6478788731927225,1.7604850023274935e-05,-9.524855853464695,23.0
293,1.651414247333076,1.7533465731673374e-05,-9.535610680601454,23.0
294,1.654949516299602,1.746199061498882e-05,-9.546363717200004,23.0
295,1.6584846816127405,1.7390427492456935e-05,-9.557114963359531,23.0
296,1.6620197447756502,1.731877869276892e-05,-9.567864419227039,23.0
297,1.6655547072747,1.724704752400767e-05,-9.578612084996895,23.0
298,1.6690895705800022,1.7175238901216007e-05,-9.589357960910357,23.0
299,1.6726243361457898,1.7103358996359084e-05,-9.600102047255117,23.0
300,1.6761590054105548,1.7031414297984638e-05,-9.610844344364851,23.0
301,1.6796935797970096,1.6959410681971826e-05,-9.621584852618751,23.0
302,1.683228060712001,1.6887352958942485e-05,-9.632323572441079,23.0
303,1.6867624495465159,1.6815245022478527e-05,-9.643060504300742,24.0
304,1.6902967476758273,1.674309039217498e-05,-9.653795648710828,24.0
305,1.6938309564597571,1.667089279103004e-05,-9.664529006228193,24.0
306,1.6973650772429758,1.659865645773582e-05,-9.675260577453006,24.0
307,1.7008991113552545,1.652638609354183e-05,-9.68599036302831,24.0
308,1.7044330601116344,1.6454086550018934e-05,-9.696718363639562,24.0
309,1.707966924812522,1.6381762472204096e-05,-9.707444580014217,24.0
310,1.7115007067437524,1.6309418087932814e-05,-9.7181690129213,24.0
311,1.7150344071766779,1.6237057219161125e-05,-9.72889166317096,24.0
312,1.7185680273683046,1.616468346261674e-05,-9.739612531614076,24.0
313,1.7221015685614742,1.6092300413015208e-05,-9.750331619141821,24.0
314,1.7256350319850593,1.6019911808011836e-05,-9.761048926685238,24.0
315,1.7291684188541556,1.5947521539711444e-05,-9.771764455214836,24.0
316,1.7327017303702383,1.5875133556845287e-05,-9.782478205740164,24.0
317,1.7362349677212843,1.5802751731647954e-05,-9.793190179309399,24.0
318,1.7397681320818847,1.5730379767170436e-05,-9.803900377008944,24.0
319,1.7433012246133557,1.5658021183835808e-05,-9.814608799963027,24.0
320,1.7468342464638662,1.558567937550423e-05,-9.825315449333303,24.0
321,1.7503671987685812,1.5513357692211305e-05,-9.83602032631844,24.0
322,1.7539000826498143,1.544105950245762e-05,-9.846723432153722,24.0
323,1.757432899217179,1.536878820838724e-05,-9.857424768110672,25.0
324,1.7609656495677293,1.5296547216705967e-05,-9.868124335496661,25.0
325,1.7644983347860834,1.5224339889886595e-05,-9.878822135654518,25.0
326,1.7680309559445415,1.5152169506820831e-05,-9.889518169962138,25.0
327,1.7715635141032038,1.5080039250968784e-05,-9.9002124398321,25.0
328,1.7750960103100903,1.5007952226245e-05,-9.91090494671129,25.0
329,1.7786284456012686,1.4935911486812778e-05,-9.92159569208053,25.0
330,1.7821608210009827,1.4863920062925549e-05,-9.932284677454193,25.0
331,1.7856931375217853,1.4791980970824338e-05,-9.942971904379847,25.0
332,1.7892253961646605,1.4720097205359411e-05,-9.953657374437872,25.0
333,1.7927575979191464,1.4648271723028209e-05,-9.964341089241108,25.0
334,1.7962897437634495,1.4576507426307311e-05,-9.975023050434485,25.0
335,1.7998218346645576,1.4504807157153975e-05,-9.985703259694663,25.0
336,1.803353871578353,1.4433173701222653e-05,-9.996381718729678,25.0
337,1.8068858554497296,1.4361609798597885e-05,-10.007058429278572,25.0
338,1.810417787212709,1.4290118154466812e-05,-10.017733393111063,25.0
339,1.8139496677905593,1.4218701444607436e-05,-10.028406612027176,25.0
340,1.8174814980959069,1.4147362314298757e-05,-10.039078087856918,25.0
341,1.8210132790308478,1.4076103372880001e-05,-10.049747822459915,25.0
342,1.8245450114870565,1.4004927187898209e-05,-10.06041581772507,25.0
343,1.828076696345892,1.393383628213496e-05,-10.071082075570228,26.0
344,1.8316083344785055,1.3862833134629162e-05,-10.081746597941839,26.0
345,1.8351399267459496,1.379192018454673e-05,-10.092409386814634,26.0
346,1.838671473999282,1.3721099835551833e-05,-10.103070444191285,26.0
347,1.8422029770796708,1.3650374458583954e-05,-10.11372977210207,26.0
348,1.8457344368184998,1.35797463921987e-05,-10.124387372604552,26.0
349,1.849265854037468,1.3509217941038276e-05,-10.13504324778325,26.0
350,1.8527972295486939,1.3438791373814333e-05,-10.145697399749322,26.0
351,1.8563285641548155,1.336846892212898e-05,-10.156349830640247,26.0
352,1.8598598586490882,1.3298252780746214e-05,-10.1670005426195,26.0
353,1.8633911138154808,1.3228145109056899e-05,-10.177649537876235,26.0
354,1.8669223304287745,1.3158148032929297e-05,-10.188296818624982,26.0
355,1.8704535092546597,1.3088263646116017e-05,-10.19894238710534,26.0
356,1.8739846510498306,1.3018494010788805e-05,-10.209586245581653,26.0
357,1.8775157565620826,1.2948841157305336e-05,-10.22022839634272,26.0
358,1.8810468265304048,1.2879307083675333e-05,-10.230868841701485,26.0
359,1.8845778616850692,1.280989375524114e-05,-10.241507583994734,26.0
360,1.8881088627477254,1.2740603104868345e-05,-10.252144625582815,26.0
361,1.8916398304314896,1.267143703361795e-05,-10.262779968849323,26.0
362,1.8951707654410335,1.2602397411632598e-05,-10.273413616200802,26.0
363,1.8987016684726747,1.2533486078917785e-05,-10.284045570066477,27.0
364,1.9022325402144662,1.2464704845819326e-05,-10.294675832897939,27.0
365,1.9057633813462793,1.239605549319362e-05,-10.305304407168867,27.0
366,1.9092941925398939,1.2327539772420995e-05,-10.315931295374746,27.0
367,1.9128249744590793,1.2259159405457515e-05,-10.326556500032583,27.0
368,1.9163557277596805,1.2190916085056815e-05,-10.337180023680622,27.0
369,1.919886453089705,1.2122811475176675e-05,-10.347801868878076,27.0
370,1.9234171510894016,1.2054847211487764e-05,-10.358422038204843,27.0
371,1.9269478223913403,1.1987024901864883e-05,-10.36904053426123,27.0
372,1.930478467620499,1.1919346126776477e-05,-10.379657359667677,27.0
373,1.934009087394339,1.1851812439553293e-05,-10.390272517064494,27.0
374,1.937539682322886,1.178442536658151e-05,-10.400886009111597,27.0
375,1.9410702530088122,1.1717186407492376e-05,-10.411497838488236,27.0
376,1.9446008000475072,1.1650097035405222e-05,-10.42210800789274,27.0
377,1.9481313240271596,1.1583158697238817e-05,-10.432716520042247,27.0
378,1.9516618255288312,1.1516372814066571e-05,-10.443323377672439,27.0
379,1.9551923051265323,1.1449740781473142e-05,-10.453928583537296,27.0
380,1.9587227633872977,1.138326396987728e-05,-10.464532140408835,27.0
381,1.9622532008712605,1.1316943724808454e-05,-10.475134051076848,27.0
382,1.9657836181317243,1.125078136714907e-05,-10.485734318348674,27.0
383,1.9693140157152382,1.1184778193367242e-05,-10.496332945048938,28.0
384,1.972844394161665,1.1118935475764207e-05,-10.506929934019288,28.0
385,1.9763747540042509,1.1053254462744638e-05,-10.517525288118165,28.0
386,1.9799050957696986,1.0987736379104898e-05,-10.528119010220552,28.0
387,1.9834354199782385,1.0922382426323805e-05,-10.538711103217741,28.0
388,1.9869657271436951,1.085719378284148e-05,-10.549301570017096,28.0
389,1.990496017773552,1.0792171604319384e-05,-10.559890413541787,28.0
390,1.9940262923690228,1.0727317023885023e-05,-10.570477636730587,28.0
391,1.9975565514251188,1.0662631152370302e-05,-10.58106324253763,28.0
